[2025-06-18 21:08:54] [INFO    ] discord.client: logging in using static token
[2025-06-18 21:08:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'klutch', 'primary_guild': None, 'mfa_enabled': False, 'id': '1384614929071345816', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '1444', 'clan': None, 'bot': True, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'session_type': 'normal', 'session_id': '40dcfd46e3feed14e0db35d64561cb06', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '907801725770010665'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['newark', 'us-east', 'us-central', 'atlanta', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1384614929071345816', 'flags': 557056}, '_trace': ['["gateway-prd-us-east1-d-58bp",{"micros":117875,"calls":["id_created",{"micros":673,"calls":[]},"session_lookup_time",{"micros":297,"calls":[]},"session_lookup_finished",{"micros":13,"calls":[]},"discord-sessions-prd-2-117",{"micros":116377,"calls":["start_session",{"micros":98822,"calls":["discord-api-rpc-747f69fd69-gscjn",{"micros":82267,"calls":["get_user",{"micros":23369},"get_guilds",{"micros":3835},"send_scheduled_deletion_message",{"micros":13},"guild_join_requests",{"micros":2},"authorized_ip_coro",{"micros":13},"pending_payments",{"micros":4614},"apex_experiments",{"micros":5},"user_activities",{"micros":7},"played_application_ids",{"micros":2}]}]},"starting_guild_connect",{"micros":43,"calls":[]},"presence_started",{"micros":4053,"calls":[]},"guilds_started",{"micros":66,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":13373,"calls":[]},"connect_finished",{"micros":13377,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-06-18 21:08:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:08:55] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 40dcfd46e3feed14e0db35d64561cb06).
[2025-06-18 21:08:55] [DEBUG   ] discord.client: Dispatching event connect
[2025-06-18 21:08:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'rules_channel_id': None, 'splash': None, 'unavailable': False, 'max_members': 500000, 'joined_at': '2025-06-17T19:47:25.951222+00:00', 'profile': None, 'max_video_channel_users': 25, 'premium_progress_bar_enabled': False, 'premium_tier': 0, 'verification_level': 0, 'features': [], 'vanity_url_code': None, 'stage_instances': [], 'member_count': 8, 'members': [{'user': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'display_name': None, 'discriminator': '1444', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'roles': ['1384620473303830572'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-17T19:47:25.951222+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'application_id': None, 'safety_alerts_channel_id': None, 'id': '907801725770010665', 'embedded_activities': [], 'name': "hang with a goat's server", 'large': False, 'premium_subscription_count': 0, 'hub_type': None, 'threads': [], 'latest_onboarding_question_id': None, 'emojis': [], 'max_stage_video_channel_users': 50, 'moderator_reporting': None, 'system_channel_flags': 0, 'discovery_splash': None, 'description': '', 'application_command_counts': {}, 'roles': [{'version': 0, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2247410357108735', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '907801725770010665', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750214521170, 'unicode_emoji': None, 'tags': {'bot_id': '907753506398695454'}, 'position': 6, 'permissions': '8', 'name': 'blade runs u lol', 'mentionable': False, 'managed': True, 'id': '907807186552520715', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750214521164, 'unicode_emoji': None, 'tags': {'bot_id': '911797511730102292'}, 'position': 4, 'permissions': '8', 'name': 'damars bot', 'mentionable': False, 'managed': True, 'id': '911800685400559618', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750214521161, 'unicode_emoji': None, 'tags': {'bot_id': '155149108183695360'}, 'position': 3, 'permissions': '8798227229887', 'name': 'Dyno', 'mentionable': False, 'managed': True, 'id': '969808699155697777', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750214521167, 'unicode_emoji': None, 'tags': {'bot_id': '1384614929071345816'}, 'position': 5, 'permissions': '563242284346464', 'name': 'klutch', 'mentionable': False, 'managed': True, 'id': '1384620473303830572', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750214521159, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '0', 'name': 'Gamer', 'mentionable': False, 'managed': False, 'id': '1384629726966054953', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1750214521329, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '98745551303742', 'name': 'Owner', 'mentionable': False, 'managed': False, 'id': '1384724591766802462', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'public_updates_channel_id': None, 'nsfw_level': 0, 'voice_states': [], 'channels': [{'version': 0, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'name': 'h', 'last_message_id': '1385063320897192067', 'id': '911800348925124668', 'flags': 0}], 'default_message_notifications': 0, 'premium_features': None, 'soundboard_sounds': [], 'stickers': [], 'nsfw': False, 'presences': [], 'preferred_locale': 'en-US', 'inventory_settings': None, 'activity_instances': [], 'icon': '5f10257dbc1193eea4a28cb7c9416240', 'afk_channel_id': None, 'afk_timeout': 300, 'mfa_level': 0, 'incidents_data': None, 'guild_scheduled_events': [], 'version': 1750213197948, 'explicit_content_filter': 0, 'banner': None, 'owner_id': '900582043010867260', 'system_channel_id': None, 'region': 'deprecated', 'lazy': True, 'home_header': None}}
[2025-06-18 21:08:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:08:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '1fdea52b551c961c6b606c36d732dfa5', 'members': [{'user': {'username': 'Dyno', 'public_flags': 589824, 'primary_guild': None, 'id': '155149108183695360', 'global_name': None, 'display_name': None, 'discriminator': '3861', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b4fdfc64edff74c37e1574d34fad66c2'}, 'roles': ['969808699155697777'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-04-30T03:53:32.082000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'd_uh_', 'public_flags': 0, 'primary_guild': None, 'id': '900582043010867260', 'global_name': 'klutch', 'display_name': 'klutch', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1383136910435811430', 'expires_at': 1755903600, 'asset': 'a_2ac2ff720c831e70518622800c24be86'}, 'avatar': '89a81d6327e7d611d81311a5a0e606aa'}, 'roles': ['1384629726966054953', '1384724591766802462'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-11-10T01:19:57.664000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'blade runs u lol', 'public_flags': 0, 'primary_guild': None, 'id': '907753506398695454', 'global_name': None, 'display_name': None, 'discriminator': '4590', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['907807186552520715'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-11-10T01:41:39.564000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'damars bot', 'public_flags': 0, 'primary_guild': None, 'id': '911797511730102292', 'global_name': None, 'display_name': None, 'discriminator': '9573', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'a9f2c2ccf8017666e91fc43c6c917045'}, 'roles': ['911800685400559618'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2021-11-21T02:10:23.935000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'jjjjjjj9481', 'public_flags': 0, 'primary_guild': None, 'id': '1052740230664433704', 'global_name': 'jjjjjjj', 'display_name': 'jjjjjjj', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '4467d200b560ae397818d0dbcd8c876f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-18T05:27:54.073000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'exoboy550', 'public_flags': 0, 'primary_guild': None, 'id': '1103468763753500702', 'global_name': '𝙺𝙽𝚁 !?', 'display_name': '𝙺𝙽𝚁 !?', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'ed01abf614614b735c398836113b04c5'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-19T00:54:02.787014+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'display_name': None, 'discriminator': '1444', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'roles': ['1384620473303830572'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-17T19:47:25.951222+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'newnew56', 'public_flags': 0, 'primary_guild': None, 'id': '1385040883694702744', 'global_name': 'John', 'display_name': 'John', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-18T23:40:05.630098+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '907801725770010665', 'chunk_index': 0, 'chunk_count': 1}}
[2025-06-18 21:08:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:08:55] [DEBUG   ] discord.state: Processed a chunk for 8 members in guild ID 907801725770010665.
[2025-06-18 21:08:57] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-06-18 21:08:57] [DEBUG   ] discord.client: Dispatching event ready
[2025-06-18 21:09:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 4, 'op': 0, 'd': {'user_id': '1052740230664433704', 'timestamp': 1750295340, 'member': {'user': {'username': 'jjjjjjj9481', 'public_flags': 0, 'primary_guild': None, 'id': '1052740230664433704', 'global_name': 'jjjjjjj', 'display_name': 'jjjjjjj', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '4467d200b560ae397818d0dbcd8c876f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-18T05:27:54.073000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '911800348925124668', 'guild_id': '907801725770010665'}}
[2025-06-18 21:09:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:09:00] [DEBUG   ] discord.client: Dispatching event typing
[2025-06-18 21:09:00] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-06-18 21:09:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:09:04.647000+00:00', 'pinned': False, 'nonce': '1385063804051652608', 'mentions': [{'username': 'exoboy550', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-19T00:54:02.787014+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1103468763753500702', 'global_name': '𝙺𝙽𝚁 !?', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'ed01abf614614b735c398836113b04c5'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-18T05:27:54.073000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385063806232694984', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '*tictactoe <@1103468763753500702>', 'components': [], 'channel_type': 0, 'channel_id': '911800348925124668', 'author': {'username': 'jjjjjjj9481', 'public_flags': 0, 'primary_guild': None, 'id': '1052740230664433704', 'global_name': 'jjjjjjj', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4467d200b560ae397818d0dbcd8c876f'}, 'attachments': [], 'guild_id': '907801725770010665'}}
[2025-06-18 21:09:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:09:04] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:09:04] [DEBUG   ] discord.client: Dispatching event command
[2025-06-18 21:09:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-06-19T01:09:04.883000+00:00', 'pinned': False, 'nonce': '6755281509696028937', 'mentions': [{'username': 'jjjjjjj9481', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-18T05:27:54.073000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1052740230664433704', 'global_name': 'jjjjjjj', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4467d200b560ae397818d0dbcd8c876f'}, {'username': 'exoboy550', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-19T00:54:02.787014+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1103468763753500702', 'global_name': '𝙺𝙽𝚁 !?', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'ed01abf614614b735c398836113b04c5'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1384620473303830572'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-06-17T19:47:25.951222+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1385063807222808728', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🎮 Tic-Tac-Toe started by <@1052740230664433704> with <@1103468763753500702>!', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 2, 'label': '⬜', 'id': 2, 'custom_id': 'f95d76efe30fa57b09fd046f59e4bffe'}, {'type': 2, 'style': 2, 'label': '⬜', 'id': 3, 'custom_id': '6399d45a148a6682c43834f26de5be49'}, {'type': 2, 'style': 2, 'label': '⬜', 'id': 4, 'custom_id': '7842cdc3ecfcc293e62ce953cf5d014d'}]}, {'type': 1, 'id': 5, 'components': [{'type': 2, 'style': 2, 'label': '⬜', 'id': 6, 'custom_id': '497ab67a24589aa37a3bddf340b28ffc'}, {'type': 2, 'style': 2, 'label': '⬜', 'id': 7, 'custom_id': '0783bf891dd9acb43dfe70bef21a1340'}, {'type': 2, 'style': 2, 'label': '⬜', 'id': 8, 'custom_id': 'dbb2ec4d1c613193779263604f3f46f2'}]}, {'type': 1, 'id': 9, 'components': [{'type': 2, 'style': 2, 'label': '⬜', 'id': 10, 'custom_id': '695499771bb47169213e71f417c2f518'}, {'type': 2, 'style': 2, 'label': '⬜', 'id': 11, 'custom_id': '2cb61ccc70222ada591a30e5b420727b'}, {'type': 2, 'style': 2, 'label': '⬜', 'id': 12, 'custom_id': 'f2f58bb80b0c6d12764b0aad736695ad'}]}], 'channel_type': 0, 'channel_id': '911800348925124668', 'author': {'username': 'klutch', 'public_flags': 0, 'primary_guild': None, 'id': '1384614929071345816', 'global_name': None, 'discriminator': '1444', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9'}, 'attachments': [], 'guild_id': '907801725770010665'}}
[2025-06-18 21:09:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-06-18 21:09:04] [DEBUG   ] discord.client: Dispatching event message
[2025-06-18 21:09:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/911800348925124668/messages with {"content":"\ud83c\udfae Tic-Tac-Toe started by <@1052740230664433704> with <@1103468763753500702>!","components":[{"type":1,"components":[{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"f95d76efe30fa57b09fd046f59e4bffe"},{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"6399d45a148a6682c43834f26de5be49"},{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"7842cdc3ecfcc293e62ce953cf5d014d"}]},{"type":1,"components":[{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"497ab67a24589aa37a3bddf340b28ffc"},{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"0783bf891dd9acb43dfe70bef21a1340"},{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"dbb2ec4d1c613193779263604f3f46f2"}]},{"type":1,"components":[{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"695499771bb47169213e71f417c2f518"},{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"2cb61ccc70222ada591a30e5b420727b"},{"type":2,"style":2,"disabled":false,"label":"\u2b1c","custom_id":"f2f58bb80b0c6d12764b0aad736695ad"}]}],"nonce":"6755281509696028937","enforce_nonce":true,"tts":false} has returned 200
[2025-06-18 21:09:04] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-06-18 21:09:04] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/911800348925124668/messages has received {'type': 0, 'content': '🎮 Tic-Tac-Toe started by <@1052740230664433704> with <@1103468763753500702>!', 'mentions': [{'id': '1052740230664433704', 'username': 'jjjjjjj9481', 'avatar': '4467d200b560ae397818d0dbcd8c876f', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'jjjjjjj', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, {'id': '1103468763753500702', 'username': 'exoboy550', 'avatar': 'ed01abf614614b735c398836113b04c5', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 0, 'global_name': '𝙺𝙽𝚁 !?', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#000000', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-06-19T01:09:04.883000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'id': 2, 'custom_id': 'f95d76efe30fa57b09fd046f59e4bffe', 'style': 2, 'label': '⬜'}, {'type': 2, 'id': 3, 'custom_id': '6399d45a148a6682c43834f26de5be49', 'style': 2, 'label': '⬜'}, {'type': 2, 'id': 4, 'custom_id': '7842cdc3ecfcc293e62ce953cf5d014d', 'style': 2, 'label': '⬜'}]}, {'type': 1, 'id': 5, 'components': [{'type': 2, 'id': 6, 'custom_id': '497ab67a24589aa37a3bddf340b28ffc', 'style': 2, 'label': '⬜'}, {'type': 2, 'id': 7, 'custom_id': '0783bf891dd9acb43dfe70bef21a1340', 'style': 2, 'label': '⬜'}, {'type': 2, 'id': 8, 'custom_id': 'dbb2ec4d1c613193779263604f3f46f2', 'style': 2, 'label': '⬜'}]}, {'type': 1, 'id': 9, 'components': [{'type': 2, 'id': 10, 'custom_id': '695499771bb47169213e71f417c2f518', 'style': 2, 'label': '⬜'}, {'type': 2, 'id': 11, 'custom_id': '2cb61ccc70222ada591a30e5b420727b', 'style': 2, 'label': '⬜'}, {'type': 2, 'id': 12, 'custom_id': 'f2f58bb80b0c6d12764b0aad736695ad', 'style': 2, 'label': '⬜'}]}], 'resolved': {'users': {}, 'members': {}, 'channels': {}, 'roles': {}}, 'id': '1385063807222808728', 'channel_id': '911800348925124668', 'author': {'id': '1384614929071345816', 'username': 'klutch', 'avatar': '73a9bf3c9c1905c024f43d7b9de899a9', 'discriminator': '1444', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6755281509696028937'}
